bar_sequence,is_winner,avg_candle_range,avg_vol_delta,avg_vol_roc,avg_sma_spread,avg_cvd_slope,trade_count
0,False,0.30794838432483473,20985.05465533522,451.3779881964117,0.18521764589235126,0.01729117563739377,1059
0,True,0.3355928354166667,55803.4903125,356.95279069037656,0.21274294769874477,0.05344495208333333,960
1,False,0.28183120679886686,-7656.251416430595,21.222665911237016,0.18517852502360718,0.016753990557129367,1059
1,True,0.2855839385416667,69611.37526041667,26.088475520833335,0.209434546875,0.06475802604166667,960
2,False,0.26642235316336166,-21343.918130311617,22.824730028328613,0.18205137865911236,0.014431738432483476,1059
2,True,0.26618330208333335,78973.75632291667,14.070788229166666,0.207272578125,0.07637112604166667,960
3,False,0.25800791595845135,-38211.63179414542,13.008650802644004,0.17750447214353163,0.00569303777148253,1059
3,True,0.27694204895833335,81471.41567708334,15.805188333333334,0.209353378125,0.08713493854166666,960
4,False,0.24743298866855523,-45057.18817752597,7.829259206798867,0.17584379603399433,-0.0035995401322001888,1059
4,True,0.2725198,88330.22609375,2.217136770833333,0.21189503333333334,0.09498180104166666,960
5,False,0.2391353106704438,-67107.67190745987,4.30212492917847,0.17770902266288952,-0.014413928234183191,1059
5,True,0.25748363125,60631.068458333335,-0.79127125,0.21424305208333333,0.10127880833333333,960
6,False,0.2350084088762984,-50654.36170915959,-1.544834749763928,0.17939395561850802,-0.026218886685552407,1059
6,True,0.24894982604166666,38155.99566666667,0.15468416666666668,0.22023462395833332,0.10547274791666666,960
7,False,0.23654722851746932,-40903.357214353164,-3.598859867799811,0.18487386307837583,-0.03731978847969783,1059
7,True,0.25776075625,33763.698739583335,-2.4309813541666667,0.22779550416666666,0.108512165625,960
8,False,0.23476121152030216,-29697.710028328613,-2.6523200188857414,0.1896344985835694,-0.048096686496695,1059
8,True,0.24375653333333333,32211.214208333335,-4.3831234375,0.23556658541666667,0.10969206354166666,960
9,False,0.22861199527856468,-21155.23328611898,-3.668734655335222,0.1953530821529745,-0.057943143531633615,1059
9,True,0.245618578125,23827.867927083335,-4.887446458333334,0.23814046041666667,0.10796569166666667,960
10,False,0.22050458262511805,-14887.574985835694,-5.43116194523135,0.19942360245514637,-0.06607894239848915,1059
10,True,0.23496214375,22569.568229166667,-7.8703163541666665,0.234334740625,0.10525179375,960
11,False,0.22911482247403211,-9025.549414542022,-5.2502171860245515,0.20121176676109537,-0.07053626156751652,1059
11,True,0.23769965104166665,24187.441625,-4.410532708333333,0.23107213854166667,0.10140430625,960
12,False,0.2316657847025496,-9533.708243626063,-1.8586763928234182,0.2006611879131256,-0.07207573182247404,1059
12,True,0.23440430833333334,20382.927604166667,-6.228029375,0.225409828125,0.09364555520833333,960
13,False,0.2253635165250236,-10364.05731822474,-4.982573937677054,0.19846628139754485,-0.07078195939565628,1059
13,True,0.24252079583333333,15683.31296875,-3.8228438541666665,0.21960160104166668,0.08133872395833333,960
14,False,0.22393683569405098,-10928.265930122758,-3.240831444759207,0.1948460878186969,-0.06804348253068933,1059
14,True,0.24141338125,18353.568229166667,-6.9327089583333334,0.21632383125,0.06514985625,960
15,False,0.22412517091595846,-8251.192436260622,-3.2488003777148253,0.1925892804532578,-0.05759596411709159,1059
15,True,0.234886940625,13664.808364583332,-4.457406145833334,0.21331903854166667,0.054256210416666666,960
16,False,0.2239271000944287,-7625.175042492918,-2.2714313503305004,0.19034567894239848,-0.047868428706326724,1059
16,True,0.22152271875,12367.71953125,-5.364539270833333,0.20885373125,0.045822522916666664,960
17,False,0.21490544192634561,-8283.011907459868,-1.7606625118035883,0.1885322728989613,-0.03866424645892351,1059
17,True,0.21355658854166668,11626.406260416667,-9.3961625,0.20539488333333333,0.04015223645833333,960
18,False,0.22625724268177527,-6359.996817752597,-4.591098489140699,0.18755315014164306,-0.032940523135033054,1059
18,True,0.215852671875,16347.859260416668,-5.002785416666667,0.20239096979166665,0.035487308333333335,960
19,False,0.2174818536355052,-87.04785646836639,-3.4556866855524078,0.1847359877242682,-0.029316105760151086,1059
19,True,0.20765817604166667,15170.68984375,-6.6700361458333335,0.20054878333333334,0.03209381458333333,960
20,False,0.21532218413597734,-319.59771482530687,-2.4505062322946176,0.17966893956562796,-0.025662264400377714,1059
20,True,0.219704878125,19238.444239583332,-2.5918672916666665,0.19714785208333332,0.030319564583333333,960
21,False,0.21167717658168084,-416.38116147308784,-2.5364589235127477,0.17251065155807366,-0.023460745986779982,1059
21,True,0.20981430520833333,14180.566052083333,-6.7569575,0.19376780416666667,0.026448867708333334,960
22,False,0.20867145892351274,1993.7770915958451,-0.6261741265344665,0.16613225023607175,-0.020456949008498582,1059
22,True,0.215753815625,11723.722270833334,-5.601200104166667,0.193214128125,0.023354551041666668,960
23,False,0.2045200774315392,66.29152030217186,-2.418473182247403,0.16420578847969783,-0.018352455146364494,1059
23,True,0.20311073125,13127.955333333333,-1.6204252083333333,0.19256673854166667,0.02116179375,960
24,False,0.20116467516525025,-3796.863446647781,-1.2675140698772427,0.16300133333333333,-0.01678584135977337,1059
24,True,0.19952114375,14765.276052083333,-5.018354479166667,0.19237654791666667,0.018664091666666667,960
