trade_id,ticker,date,direction,model,zone_type,entry_time,entry_price,is_winner,pnl_r,max_r_achieved,bar_date,bar_time,open,high,low,close,volume,candle_range_pct,vol_delta_raw,vol_delta_roll,vol_roc,sma9,sma21,sma_config,sma_spread_pct,sma_momentum_label,price_position,cvd_slope,m5_structure,m15_structure,h1_structure,health_score,long_score,short_score,calculated_at
AMD_020926_EPCH2_1231,AMD,2026-02-09,LONG,EPCH2,PRIMARY,12:31:00,215.93,True,1.0,1,2026-02-09,12:30:00,216.05,216.17,215.85,215.93,47371,0.148196,-23685.5,-242893.91,-31.7419,216.3248,216.2312,BULL,0.043354,WIDENING,BELOW,-0.246251,BULL,BEAR,BULL,6,1,1,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1234,AMD,2026-02-09,LONG,EPCH2,PRIMARY,12:34:00,215.93,False,-1.0,-1,2026-02-09,12:33:00,216.1624,216.22,215.94,215.9488,31273,0.12966,-29307.27,-87876.66,-52.4265,216.143,216.2277,BEAR,0.039229,STABLE,BELOW,-0.400406,BULL,BEAR,BULL,4,0,0,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1300,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,13:00:15,419.77,False,-1.0,-1,2026-02-09,12:59:00,419.83,419.98,419.53,419.62,104552,0.10724,-62731.2,-136792.58,73.6136,420.0357,420.2364,BEAR,0.047832,NARROWING,BELOW,-0.024322,BULL,BEAR,BULL,6,2,1,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1303,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,13:03:15,419.76,False,-1.0,-1,2026-02-09,13:02:00,419.38,419.79,419.3,419.68,85828,0.116756,47292.98,-54815.18,26.1131,419.8474,420.0563,BEAR,0.049789,NARROWING,BELOW,-0.153416,BULL,BEAR,BULL,4,0,0,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1303_1,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,13:03:30,419.74,False,-1.0,-1,2026-02-09,13:02:00,419.38,419.79,419.3,419.68,85828,0.116756,47292.98,-54815.18,26.1131,419.8474,420.0563,BEAR,0.049789,NARROWING,BELOW,-0.153416,BULL,BEAR,BULL,4,0,0,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1303_2,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,13:03:45,419.79,False,-1.0,-1,2026-02-09,13:02:00,419.38,419.79,419.3,419.68,85828,0.116756,47292.98,-54815.18,26.1131,419.8474,420.0563,BEAR,0.049789,NARROWING,BELOW,-0.153416,BULL,BEAR,BULL,4,0,0,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1303,AMD,2026-02-09,LONG,EPCH2,PRIMARY,13:03:45,215.9254,False,-1.0,-1,2026-02-09,13:02:00,215.5134,215.6994,215.505,215.59,48681,0.090171,-6110.17,-17518.29,23.9788,215.5117,215.5504,BEAR,0.01796,NARROWING,ABOVE,-0.172412,BULL,BULL,BULL,4,0,0,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1304,AMD,2026-02-09,LONG,EPCH2,PRIMARY,13:04:00,216.16,False,-1.0,-1,2026-02-09,13:03:00,215.59,215.9254,215.5405,215.9254,111761,0.178256,111761.0,134071.66,177.0579,215.5667,215.5617,BULL,0.002325,NARROWING,ABOVE,-0.053063,BULL,BULL,BULL,6,4,5,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1304,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,13:04:00,419.78,False,-1.0,-1,2026-02-09,13:03:00,419.66,419.98,419.59,419.79,99029,0.092904,2539.21,2104.61,41.8922,419.8152,420.0156,BEAR,0.047753,NARROWING,BELOW,-0.157237,BULL,BEAR,BULL,4,1,2,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1304_1,AMD,2026-02-09,LONG,EPCH2,PRIMARY,13:04:30,215.92,False,-1.0,-1,2026-02-09,13:03:00,215.59,215.9254,215.5405,215.9254,111761,0.178256,111761.0,134071.66,177.0579,215.5667,215.5617,BULL,0.002325,NARROWING,ABOVE,-0.053063,BULL,BULL,BULL,6,4,5,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1304_1,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,13:04:45,419.7298,False,-1.0,-1,2026-02-09,13:03:00,419.66,419.98,419.59,419.79,99029,0.092904,2539.21,2104.61,41.8922,419.8152,420.0156,BEAR,0.047753,NARROWING,BELOW,-0.157237,BULL,BEAR,BULL,4,1,2,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1305,AMD,2026-02-09,LONG,EPCH2,PRIMARY,13:05:30,215.96,False,-1.0,-1,2026-02-09,13:04:00,215.91,216.2478,215.76,215.83,81976,0.226011,-58448.65,49675.79,88.71,215.6078,215.5636,BULL,0.020492,NARROWING,ABOVE,-0.015688,BULL,BULL,BULL,6,3,5,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1305_1,AMD,2026-02-09,LONG,EPCH2,PRIMARY,13:05:45,215.985,False,-1.0,-1,2026-02-09,13:04:00,215.91,216.2478,215.76,215.83,81976,0.226011,-58448.65,49675.79,88.71,215.6078,215.5636,BULL,0.020492,NARROWING,ABOVE,-0.015688,BULL,BULL,BULL,6,3,5,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1306,AMD,2026-02-09,LONG,EPCH2,PRIMARY,13:06:00,215.935,False,-1.0,-1,2026-02-09,13:05:00,215.83,216.04,215.6585,215.985,49791,0.176633,35434.49,87660.56,11.4518,215.6606,215.5805,BULL,0.037086,NARROWING,ABOVE,0.04634,BULL,BULL,BULL,4,2,4,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1318,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,13:18:15,419.81,False,-1.0,-1,2026-02-09,13:17:00,419.28,419.47,419.09,419.419,54581,0.090602,39930.31,40415.44,-26.2218,419.2539,419.4564,BEAR,0.048277,NARROWING,BTWN,-0.16101,BULL,BEAR,BULL,4,0,1,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1318_1,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,13:18:45,419.765,False,-1.0,-1,2026-02-09,13:17:00,419.28,419.47,419.09,419.419,54581,0.090602,39930.31,40415.44,-26.2218,419.2539,419.4564,BEAR,0.048277,NARROWING,BTWN,-0.16101,BULL,BEAR,BULL,4,0,1,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1319,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,13:19:45,419.75,False,-1.0,-1,2026-02-09,13:18:00,419.4399,419.92,419.41,419.765,115186,0.121497,45170.98,106413.84,55.3337,419.3111,419.4414,BEAR,0.031032,NARROWING,ABOVE,-0.100925,BULL,BEAR,BULL,6,2,2,2026-02-15 17:41:10.423787+00:00
DIA_020926_EPCH2_1321,DIA,2026-02-09,LONG,EPCH2,PRIMARY,13:21:15,500.69,True,5.0,5,2026-02-09,13:20:00,501.0,501.09,500.99,501.05,3143,0.019958,628.6,435.35,-37.9749,500.9794,500.8585,BULL,0.02413,WIDENING,ABOVE,-0.026901,BULL,BULL,BULL,6,0,2,2026-02-15 17:41:10.423787+00:00
DIA_020926_EPCH4_1321,DIA,2026-02-09,LONG,EPCH4,SECONDARY,13:21:15,500.69,True,5.0,5,2026-02-09,13:20:00,501.0,501.09,500.99,501.05,3143,0.019958,628.6,435.35,-37.9749,500.9794,500.8585,BULL,0.02413,WIDENING,ABOVE,-0.026901,BULL,BULL,BULL,6,0,2,2026-02-15 17:41:10.423787+00:00
DIA_020926_EPCH2_1321_1,DIA,2026-02-09,LONG,EPCH2,PRIMARY,13:21:30,500.495,True,5.0,5,2026-02-09,13:20:00,501.0,501.09,500.99,501.05,3143,0.019958,628.6,435.35,-37.9749,500.9794,500.8585,BULL,0.02413,WIDENING,ABOVE,-0.026901,BULL,BULL,BULL,6,0,2,2026-02-15 17:41:10.423787+00:00
DIA_020926_EPCH4_1321_1,DIA,2026-02-09,LONG,EPCH4,SECONDARY,13:21:30,500.495,True,5.0,5,2026-02-09,13:20:00,501.0,501.09,500.99,501.05,3143,0.019958,628.6,435.35,-37.9749,500.9794,500.8585,BULL,0.02413,WIDENING,ABOVE,-0.026901,BULL,BULL,BULL,6,0,2,2026-02-15 17:41:10.423787+00:00
DIA_020926_EPCH4_1321_2,DIA,2026-02-09,LONG,EPCH4,SECONDARY,13:21:45,500.61,True,5.0,5,2026-02-09,13:20:00,501.0,501.09,500.99,501.05,3143,0.019958,628.6,435.35,-37.9749,500.9794,500.8585,BULL,0.02413,WIDENING,ABOVE,-0.026901,BULL,BULL,BULL,6,0,2,2026-02-15 17:41:10.423787+00:00
DIA_020926_EPCH2_1321_2,DIA,2026-02-09,LONG,EPCH2,PRIMARY,13:21:45,500.61,True,5.0,5,2026-02-09,13:20:00,501.0,501.09,500.99,501.05,3143,0.019958,628.6,435.35,-37.9749,500.9794,500.8585,BULL,0.02413,WIDENING,ABOVE,-0.026901,BULL,BULL,BULL,6,0,2,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1335,AMD,2026-02-09,LONG,EPCH2,PRIMARY,13:35:45,215.9699,True,1.0,1,2026-02-09,13:34:00,215.69,215.82,215.53,215.62,48135,0.134496,-18258.1,47938.21,-40.9918,215.3069,215.2698,BULL,0.017208,NARROWING,ABOVE,0.096963,BULL,BEAR,BULL,4,0,2,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1339,AMD,2026-02-09,LONG,EPCH2,PRIMARY,13:39:45,216.15,True,1.0,1,2026-02-09,13:38:00,215.82,215.85,215.66,215.74,37535,0.088069,-5926.58,-1940.26,-43.7711,215.6311,215.3955,BULL,0.109192,WIDENING,ABOVE,0.100553,BULL,BEAR,BULL,8,0,1,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1343,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,13:43:30,419.7658,True,1.0,1,2026-02-09,13:42:00,419.515,419.52,419.2801,419.43,55772,0.057197,13925.56,101007.89,-37.1434,419.2316,418.7425,BULL,0.116617,STABLE,ABOVE,0.354222,BULL,BEAR,BULL,6,1,2,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1344,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,13:44:00,419.812,False,-1.0,-1,2026-02-09,13:43:00,419.45,419.91,419.38,419.85,109381,0.126236,84615.49,142081.03,30.436,419.3361,418.8006,BULL,0.127536,WIDENING,ABOVE,0.358897,BULL,BEAR,BULL,8,2,3,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1346,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,13:46:00,419.74,True,1.0,1,2026-02-09,13:45:00,419.82,419.95,419.6,419.66,70043,0.083401,-46028.26,27282.14,-14.9937,419.4759,418.913,BULL,0.134141,WIDENING,ABOVE,0.318332,BULL,BEAR,BULL,8,0,2,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1346_1,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,13:46:30,419.736,True,1.0,1,2026-02-09,13:45:00,419.82,419.95,419.6,419.66,70043,0.083401,-46028.26,27282.14,-14.9937,419.4759,418.913,BULL,0.134141,WIDENING,ABOVE,0.318332,BULL,BEAR,BULL,8,0,2,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1347,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,13:47:45,419.7414,True,1.0,1,2026-02-09,13:46:00,419.6405,419.85,419.595,419.61,58856,0.060771,-51931.76,17002.34,-27.9559,419.5545,418.9759,BULL,0.137869,WIDENING,ABOVE,0.260133,BULL,BEAR,BULL,8,0,2,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1348,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,13:48:00,419.83,False,-1.0,-1,2026-02-09,13:47:00,419.6027,419.75,419.3,419.7414,96374,0.107209,92690.37,95767.14,21.8939,419.6174,419.0589,BULL,0.133065,WIDENING,ABOVE,0.2451,BULL,BEAR,BULL,8,0,2,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1356,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,13:56:30,419.7952,False,-1.0,-1,2026-02-09,13:55:00,419.47,419.605,419.39,419.58,49707,0.051242,38147.23,148455.46,-36.4144,419.3259,419.3847,BEAR,0.014004,NARROWING,ABOVE,0.075247,BEAR,BEAR,BULL,4,1,1,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1357,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,13:57:00,419.73,True,1.0,1,2026-02-09,13:56:00,419.59,419.86,419.45,419.75,82879,0.097677,38407.34,121045.8,8.8881,419.3269,419.4163,BEAR,0.0213,NARROWING,ABOVE,0.090986,BEAR,BEAR,BULL,4,1,1,2026-02-15 17:41:10.423787+00:00
MU_020926_EPCH1_1359,MU,2026-02-09,SHORT,EPCH1,PRIMARY,13:59:00,384.855,False,-1.0,-1,2026-02-09,13:58:00,385.1,385.1,384.94,385.01,14876,0.041557,-1859.5,-68874.37,-44.0264,385.3554,385.9394,BEAR,0.151668,WIDENING,BELOW,-0.169478,BEAR,BEAR,BULL,8,1,0,2026-02-15 17:41:10.423787+00:00
MU_020926_EPCH2_1359,MU,2026-02-09,SHORT,EPCH2,PRIMARY,13:59:30,384.88,False,-1.0,-1,2026-02-09,13:58:00,385.1,385.1,384.94,385.01,14876,0.041557,-1859.5,-68874.37,-44.0264,385.3554,385.9394,BEAR,0.151668,WIDENING,BELOW,-0.169478,BEAR,BEAR,BULL,8,1,0,2026-02-15 17:41:10.423787+00:00
MU_020926_EPCH2_1359_1,MU,2026-02-09,SHORT,EPCH2,PRIMARY,13:59:45,384.84,False,-1.0,-1,2026-02-09,13:58:00,385.1,385.1,384.94,385.01,14876,0.041557,-1859.5,-68874.37,-44.0264,385.3554,385.9394,BEAR,0.151668,WIDENING,BELOW,-0.169478,BEAR,BEAR,BULL,8,1,0,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1401,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,14:01:00,419.74,False,-1.0,-1,2026-02-09,14:00:00,419.53,419.66,419.43,419.55,43241,0.054821,1880.04,22788.58,-40.2949,419.5194,419.4961,BULL,0.005563,NARROWING,ABOVE,0.191058,BEAR,BEAR,BULL,4,0,2,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1402,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,14:02:15,419.889,False,-1.0,-1,2026-02-09,14:01:00,419.56,419.74,419.54,419.58,43544,0.047667,-26126.4,-41745.16,-38.7751,419.5689,419.498,BULL,0.016894,NARROWING,ABOVE,0.170347,BEAR,BEAR,BULL,4,0,1,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1414,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,14:14:30,419.74,True,1.0,1,2026-02-09,14:13:00,419.955,420.2,419.84,420.1082,55494,0.085692,27192.06,43093.89,-15.8229,420.1142,419.8913,BULL,0.053058,WIDENING,BTWN,0.054047,BEAR,BEAR,BULL,6,0,2,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1414_1,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,14:14:45,419.735,True,1.0,1,2026-02-09,14:13:00,419.955,420.2,419.84,420.1082,55494,0.085692,27192.06,43093.89,-15.8229,420.1142,419.8913,BULL,0.053058,WIDENING,BTWN,0.054047,BEAR,BEAR,BULL,6,0,2,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1415,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,14:15:00,419.74,True,1.0,1,2026-02-09,14:14:00,420.08,420.1499,419.69,419.735,81353,0.109569,-65432.65,-31374.06,24.9873,420.0487,419.9021,BULL,0.034934,NARROWING,BELOW,0.00443,BEAR,BEAR,BULL,4,0,1,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1415_1,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,14:15:15,419.75,True,1.0,1,2026-02-09,14:14:00,420.08,420.1499,419.69,419.735,81353,0.109569,-65432.65,-31374.06,24.9873,420.0487,419.9021,BULL,0.034934,NARROWING,BELOW,0.00443,BEAR,BEAR,BULL,4,0,1,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1415_2,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,14:15:30,419.8,True,1.0,1,2026-02-09,14:14:00,420.08,420.1499,419.69,419.735,81353,0.109569,-65432.65,-31374.06,24.9873,420.0487,419.9021,BULL,0.034934,NARROWING,BELOW,0.00443,BEAR,BEAR,BULL,4,0,1,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1419,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,14:19:45,419.74,True,1.0,1,2026-02-09,14:18:00,420.1,420.16,420.0,420.065,32261,0.038089,-6048.94,-13463.91,-51.2941,420.0165,419.9885,BULL,0.006661,NARROWING,ABOVE,-0.064764,BEAR,BEAR,BULL,4,0,1,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1422,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,14:22:45,419.8101,True,1.0,1,2026-02-09,14:21:00,419.635,419.66,419.46,419.585,72809,0.047666,18202.25,-73257.87,7.3326,419.8892,420.0035,BEAR,0.027227,NARROWING,BELOW,-0.017554,BEAR,BEAR,BULL,4,0,0,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1423,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,14:23:15,419.735,True,1.0,1,2026-02-09,14:22:00,419.595,419.8101,419.56,419.8101,59469,0.059575,59469.0,-2714.31,-14.1839,419.8561,420.0144,BEAR,0.037712,NARROWING,BELOW,-0.005386,BEAR,BEAR,BULL,4,0,0,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1424,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,14:24:30,419.83,True,1.0,1,2026-02-09,14:23:00,419.7701,419.86,419.56,419.6399,86239,0.07149,-40302.36,-36967.73,27.1974,419.8456,420.0006,BEAR,0.036954,NARROWING,BELOW,-0.016853,BEAR,BEAR,BULL,4,0,0,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1510,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:10:15,215.935,False,-1.0,-1,2026-02-09,15:09:00,216.295,216.3252,215.95,215.96,58351,0.173736,-55240.61,-53990.53,2.863,216.3779,216.7943,BEAR,0.192816,WIDENING,BELOW,-0.099165,BULL,BULL,BULL,8,3,2,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1511,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:11:00,215.941,False,-1.0,-1,2026-02-09,15:10:00,215.96,216.0172,215.83,215.91,66744,0.086703,-9697.85,-92920.98,13.9816,216.3246,216.7233,BEAR,0.184701,WIDENING,BELOW,-0.09337,BULL,BULL,BULL,8,1,0,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1513,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:13:00,215.93,False,-1.0,-1,2026-02-09,15:12:00,215.83,215.91,215.8,215.91,46694,0.050947,46694.0,-42814.88,-22.9961,216.1681,216.5872,BEAR,0.194097,WIDENING,BELOW,-0.088673,BULL,BULL,BULL,8,1,0,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1513_1,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:13:15,215.9775,False,-1.0,-1,2026-02-09,15:12:00,215.83,215.91,215.8,215.91,46694,0.050947,46694.0,-42814.88,-22.9961,216.1681,216.5872,BEAR,0.194097,WIDENING,BELOW,-0.088673,BULL,BULL,BULL,8,1,0,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1514,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:14:15,215.9481,False,-1.0,-1,2026-02-09,15:13:00,215.9082,216.1,215.81,215.9,110945,0.134321,-42082.59,-104667.79,80.8707,216.1036,216.521,BEAR,0.193297,WIDENING,BELOW,-0.092138,BULL,BULL,BULL,10,3,1,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1514_1,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:14:30,215.945,False,-1.0,-1,2026-02-09,15:13:00,215.9082,216.1,215.81,215.9,110945,0.134321,-42082.59,-104667.79,80.8707,216.1036,216.521,BEAR,0.193297,WIDENING,BELOW,-0.092138,BULL,BULL,BULL,10,3,1,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1515,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:15:30,215.9399,False,-1.0,-1,2026-02-09,15:14:00,215.9,216.03,215.85,215.937,47264,0.083358,-1575.47,-51002.65,-26.5871,216.0483,216.4594,BEAR,0.190375,WIDENING,BELOW,-0.091258,BULL,BULL,BULL,8,1,0,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1516,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:16:30,215.995,False,-1.0,-1,2026-02-09,15:15:00,215.92,215.98,215.86,215.865,44555,0.05559,-40842.08,-82146.89,-31.8691,215.9861,216.3946,BEAR,0.189262,STABLE,BELOW,-0.153658,BULL,BULL,BULL,6,1,0,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1518,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:18:15,215.94,False,-1.0,-1,2026-02-09,15:17:00,215.925,216.0791,215.92,215.99,41209,0.073661,-4947.15,-73933.9,-37.2537,215.9163,216.2829,BEAR,0.16971,NARROWING,BTWN,-0.224368,BULL,BULL,BULL,6,1,0,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1518_1,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:18:30,215.98,False,-1.0,-1,2026-02-09,15:17:00,215.925,216.0791,215.92,215.99,41209,0.073661,-4947.15,-73933.9,-37.2537,215.9163,216.2829,BEAR,0.16971,NARROWING,BTWN,-0.224368,BULL,BULL,BULL,6,1,0,2026-02-15 17:41:10.423787+00:00
ORCL_021226_EPCH4_0930,ORCL,2026-02-12,LONG,EPCH4,SECONDARY,09:30:00,157.47,False,-1.0,-1,2026-02-12,09:29:00,157.79,158.09,157.54,157.54,2453,0.349118,-2453.0,4624.13,-23.089,157.4487,157.8638,BEAR,0.263492,WIDENING,BTWN,-0.245439,BEAR,BULL,BEAR,6,3,3,2026-02-15 17:41:10.423787+00:00
AMD_021226_EPCH4_0930,AMD,2026-02-12,LONG,EPCH4,SECONDARY,09:30:00,216.335,False,-1.0,-1,2026-02-12,09:29:00,215.71,215.71,215.71,215.71,1584,0.0,1584.0,-1343.54,-43.769,215.6885,215.6055,BULL,0.038478,NARROWING,ABOVE,-0.023471,BULL,BULL,BULL,4,0,1,2026-02-15 17:41:10.423787+00:00
QQQ_021226_EPCH4_0930,QQQ,2026-02-12,LONG,EPCH4,SECONDARY,09:30:00,614.67,True,2.0,2,2026-02-12,09:29:00,614.95,614.95,614.82,614.82,5931,0.021144,-5931.0,-29488.25,-21.8155,615.2822,615.3595,BEAR,0.012573,NARROWING,BELOW,-0.30808,BULL,BULL,BULL,4,0,0,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0930,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:30:00,503.32,True,1.0,1,2026-02-12,09:29:00,502.62,503.16,502.62,503.16,4029,0.107322,4029.0,2588.0,1693.0574,502.6456,502.8508,BEAR,0.040781,WIDENING,ABOVE,0.190592,BULL,BULL,BULL,8,1,2,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH2_0930,CSCO,2026-02-12,LONG,EPCH2,PRIMARY,09:30:00,79.69,True,3.0,3,2026-02-12,09:29:00,79.54,79.61,79.54,79.61,6072,0.087929,6072.0,-27872.01,-68.1454,79.4159,79.4807,BEAR,0.081397,NARROWING,ABOVE,0.209616,BEAR,BEAR,BEAR,4,0,0,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH2_0930_1,CSCO,2026-02-12,LONG,EPCH2,PRIMARY,09:30:15,79.63,True,3.0,3,2026-02-12,09:29:00,79.54,79.61,79.54,79.61,6072,0.087929,6072.0,-27872.01,-68.1454,79.4159,79.4807,BEAR,0.081397,NARROWING,ABOVE,0.209616,BEAR,BEAR,BEAR,4,0,0,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0930_1,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:30:30,503.02,False,-1.0,-1,2026-02-12,09:29:00,502.62,503.16,502.62,503.16,4029,0.107322,4029.0,2588.0,1693.0574,502.6456,502.8508,BEAR,0.040781,WIDENING,ABOVE,0.190592,BULL,BULL,BULL,8,1,2,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH2_0930_2,CSCO,2026-02-12,LONG,EPCH2,PRIMARY,09:30:30,79.86,True,2.0,2,2026-02-12,09:29:00,79.54,79.61,79.54,79.61,6072,0.087929,6072.0,-27872.01,-68.1454,79.4159,79.4807,BEAR,0.081397,NARROWING,ABOVE,0.209616,BEAR,BEAR,BEAR,4,0,0,2026-02-15 17:41:10.423787+00:00
AMD_021226_EPCH4_0930_1,AMD,2026-02-12,LONG,EPCH4,SECONDARY,09:30:45,217.19,False,-1.0,-1,2026-02-12,09:29:00,215.71,215.71,215.71,215.71,1584,0.0,1584.0,-1343.54,-43.769,215.6885,215.6055,BULL,0.038478,NARROWING,ABOVE,-0.023471,BULL,BULL,BULL,4,0,1,2026-02-15 17:41:10.423787+00:00
TSLA_021226_EPCH2_0930,TSLA,2026-02-12,SHORT,EPCH2,PRIMARY,09:30:45,433.685,True,5.0,5,2026-02-12,09:29:00,430.84,430.92,430.27,430.3,14218,0.151057,-12905.57,625.85,103.8321,431.4198,431.2529,BULL,0.038791,WIDENING,BELOW,0.029605,BEAR,BULL,BULL,8,3,5,2026-02-15 17:41:10.423787+00:00
TSLA_021226_EPCH2_0931,TSLA,2026-02-12,SHORT,EPCH2,PRIMARY,09:31:15,433.55,True,3.0,3,2026-02-12,09:30:00,430.3,433.9,429.71,433.685,736928,0.966139,661300.54,668871.39,10142.2949,431.6485,431.376,BULL,0.062836,WIDENING,ABOVE,0.293369,BEAR,BEAR,BULL,8,4,5,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0931,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:31:15,503.38,False,-1.0,-1,2026-02-12,09:30:00,503.13,503.66,502.88,503.23,236389,0.154999,-24245.03,-21511.03,55797.1388,502.6934,502.8546,BEAR,0.032038,WIDENING,ABOVE,-0.028215,BULL,BULL,BULL,8,3,3,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH2_0931,CSCO,2026-02-12,LONG,EPCH2,PRIMARY,09:31:30,79.77,True,1.0,1,2026-02-12,09:30:00,79.61,80.27,79.1803,79.9,1922649,1.36383,617005.01,582729.03,9912.3107,79.4748,79.4819,BEAR,0.008977,NARROWING,ABOVE,0.131375,BEAR,BEAR,BEAR,6,4,4,2026-02-15 17:41:10.423787+00:00
TSLA_021226_EPCH2_0931_1,TSLA,2026-02-12,SHORT,EPCH2,PRIMARY,09:31:30,433.7,True,4.0,4,2026-02-12,09:30:00,430.3,433.9,429.71,433.685,736928,0.966139,661300.54,668871.39,10142.2949,431.6485,431.376,BULL,0.062836,WIDENING,ABOVE,0.293369,BEAR,BEAR,BULL,8,4,5,2026-02-15 17:41:10.423787+00:00
