trade_id,ticker,date,direction,model,zone_type,entry_time,entry_price,is_winner,pnl_r,max_r_achieved,bar_date,bar_time,open,high,low,close,volume,candle_range_pct,vol_delta_raw,vol_delta_roll,vol_roc,sma9,sma21,sma_config,sma_spread_pct,sma_momentum_label,price_position,cvd_slope,m5_structure,m15_structure,h1_structure,health_score,long_score,short_score,calculated_at
TSLA_020926_EPCH2_1415_1,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,14:15:15,419.75,True,1.0,1,2026-02-09,14:14:00,420.08,420.1499,419.69,419.735,81353,0.109569,-65432.65,-31374.06,24.9873,420.0487,419.9021,BULL,0.034934,NARROWING,BELOW,0.00443,BEAR,BEAR,BULL,4,0,1,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1415_2,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,14:15:30,419.8,True,1.0,1,2026-02-09,14:14:00,420.08,420.1499,419.69,419.735,81353,0.109569,-65432.65,-31374.06,24.9873,420.0487,419.9021,BULL,0.034934,NARROWING,BELOW,0.00443,BEAR,BEAR,BULL,4,0,1,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1419,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,14:19:45,419.74,True,1.0,1,2026-02-09,14:18:00,420.1,420.16,420.0,420.065,32261,0.038089,-6048.94,-13463.91,-51.2941,420.0165,419.9885,BULL,0.006661,NARROWING,ABOVE,-0.064764,BEAR,BEAR,BULL,4,0,1,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1422,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,14:22:45,419.8101,True,1.0,1,2026-02-09,14:21:00,419.635,419.66,419.46,419.585,72809,0.047666,18202.25,-73257.87,7.3326,419.8892,420.0035,BEAR,0.027227,NARROWING,BELOW,-0.017554,BEAR,BEAR,BULL,4,0,0,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1423,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,14:23:15,419.735,True,1.0,1,2026-02-09,14:22:00,419.595,419.8101,419.56,419.8101,59469,0.059575,59469.0,-2714.31,-14.1839,419.8561,420.0144,BEAR,0.037712,NARROWING,BELOW,-0.005386,BEAR,BEAR,BULL,4,0,0,2026-02-15 17:41:10.423787+00:00
TSLA_020926_EPCH2_1424,TSLA,2026-02-09,LONG,EPCH2,PRIMARY,14:24:30,419.83,True,1.0,1,2026-02-09,14:23:00,419.7701,419.86,419.56,419.6399,86239,0.07149,-40302.36,-36967.73,27.1974,419.8456,420.0006,BEAR,0.036954,NARROWING,BELOW,-0.016853,BEAR,BEAR,BULL,4,0,0,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1510,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:10:15,215.935,False,-1.0,-1,2026-02-09,15:09:00,216.295,216.3252,215.95,215.96,58351,0.173736,-55240.61,-53990.53,2.863,216.3779,216.7943,BEAR,0.192816,WIDENING,BELOW,-0.099165,BULL,BULL,BULL,8,3,2,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1511,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:11:00,215.941,False,-1.0,-1,2026-02-09,15:10:00,215.96,216.0172,215.83,215.91,66744,0.086703,-9697.85,-92920.98,13.9816,216.3246,216.7233,BEAR,0.184701,WIDENING,BELOW,-0.09337,BULL,BULL,BULL,8,1,0,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1513,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:13:00,215.93,False,-1.0,-1,2026-02-09,15:12:00,215.83,215.91,215.8,215.91,46694,0.050947,46694.0,-42814.88,-22.9961,216.1681,216.5872,BEAR,0.194097,WIDENING,BELOW,-0.088673,BULL,BULL,BULL,8,1,0,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1513_1,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:13:15,215.9775,False,-1.0,-1,2026-02-09,15:12:00,215.83,215.91,215.8,215.91,46694,0.050947,46694.0,-42814.88,-22.9961,216.1681,216.5872,BEAR,0.194097,WIDENING,BELOW,-0.088673,BULL,BULL,BULL,8,1,0,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1514,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:14:15,215.9481,False,-1.0,-1,2026-02-09,15:13:00,215.9082,216.1,215.81,215.9,110945,0.134321,-42082.59,-104667.79,80.8707,216.1036,216.521,BEAR,0.193297,WIDENING,BELOW,-0.092138,BULL,BULL,BULL,10,3,1,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1514_1,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:14:30,215.945,False,-1.0,-1,2026-02-09,15:13:00,215.9082,216.1,215.81,215.9,110945,0.134321,-42082.59,-104667.79,80.8707,216.1036,216.521,BEAR,0.193297,WIDENING,BELOW,-0.092138,BULL,BULL,BULL,10,3,1,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1515,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:15:30,215.9399,False,-1.0,-1,2026-02-09,15:14:00,215.9,216.03,215.85,215.937,47264,0.083358,-1575.47,-51002.65,-26.5871,216.0483,216.4594,BEAR,0.190375,WIDENING,BELOW,-0.091258,BULL,BULL,BULL,8,1,0,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1516,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:16:30,215.995,False,-1.0,-1,2026-02-09,15:15:00,215.92,215.98,215.86,215.865,44555,0.05559,-40842.08,-82146.89,-31.8691,215.9861,216.3946,BEAR,0.189262,STABLE,BELOW,-0.153658,BULL,BULL,BULL,6,1,0,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1518,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:18:15,215.94,False,-1.0,-1,2026-02-09,15:17:00,215.925,216.0791,215.92,215.99,41209,0.073661,-4947.15,-73933.9,-37.2537,215.9163,216.2829,BEAR,0.16971,NARROWING,BTWN,-0.224368,BULL,BULL,BULL,6,1,0,2026-02-15 17:41:10.423787+00:00
AMD_020926_EPCH2_1518_1,AMD,2026-02-09,LONG,EPCH2,PRIMARY,15:18:30,215.98,False,-1.0,-1,2026-02-09,15:17:00,215.925,216.0791,215.92,215.99,41209,0.073661,-4947.15,-73933.9,-37.2537,215.9163,216.2829,BEAR,0.16971,NARROWING,BTWN,-0.224368,BULL,BULL,BULL,6,1,0,2026-02-15 17:41:10.423787+00:00
ORCL_021226_EPCH4_0930,ORCL,2026-02-12,LONG,EPCH4,SECONDARY,09:30:00,157.47,False,-1.0,-1,2026-02-12,09:29:00,157.79,158.09,157.54,157.54,2453,0.349118,-2453.0,4624.13,-23.089,157.4487,157.8638,BEAR,0.263492,WIDENING,BTWN,-0.245439,BEAR,BULL,BEAR,6,3,3,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH2_0930,CSCO,2026-02-12,LONG,EPCH2,PRIMARY,09:30:00,79.69,True,3.0,3,2026-02-12,09:29:00,79.54,79.61,79.54,79.61,6072,0.087929,6072.0,-27872.01,-68.1454,79.4159,79.4807,BEAR,0.081397,NARROWING,ABOVE,0.209616,BEAR,BEAR,BEAR,4,0,0,2026-02-15 17:41:10.423787+00:00
AMD_021226_EPCH4_0930,AMD,2026-02-12,LONG,EPCH4,SECONDARY,09:30:00,216.335,False,-1.0,-1,2026-02-12,09:29:00,215.71,215.71,215.71,215.71,1584,0.0,1584.0,-1343.54,-43.769,215.6885,215.6055,BULL,0.038478,NARROWING,ABOVE,-0.023471,BULL,BULL,BULL,4,0,1,2026-02-15 17:41:10.423787+00:00
QQQ_021226_EPCH4_0930,QQQ,2026-02-12,LONG,EPCH4,SECONDARY,09:30:00,614.67,True,2.0,2,2026-02-12,09:29:00,614.95,614.95,614.82,614.82,5931,0.021144,-5931.0,-29488.25,-21.8155,615.2822,615.3595,BEAR,0.012573,NARROWING,BELOW,-0.30808,BULL,BULL,BULL,4,0,0,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0930,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:30:00,503.32,True,1.0,1,2026-02-12,09:29:00,502.62,503.16,502.62,503.16,4029,0.107322,4029.0,2588.0,1693.0574,502.6456,502.8508,BEAR,0.040781,WIDENING,ABOVE,0.190592,BULL,BULL,BULL,8,1,2,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH2_0930_1,CSCO,2026-02-12,LONG,EPCH2,PRIMARY,09:30:15,79.63,True,3.0,3,2026-02-12,09:29:00,79.54,79.61,79.54,79.61,6072,0.087929,6072.0,-27872.01,-68.1454,79.4159,79.4807,BEAR,0.081397,NARROWING,ABOVE,0.209616,BEAR,BEAR,BEAR,4,0,0,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH2_0930_2,CSCO,2026-02-12,LONG,EPCH2,PRIMARY,09:30:30,79.86,True,2.0,2,2026-02-12,09:29:00,79.54,79.61,79.54,79.61,6072,0.087929,6072.0,-27872.01,-68.1454,79.4159,79.4807,BEAR,0.081397,NARROWING,ABOVE,0.209616,BEAR,BEAR,BEAR,4,0,0,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0930_1,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:30:30,503.02,False,-1.0,-1,2026-02-12,09:29:00,502.62,503.16,502.62,503.16,4029,0.107322,4029.0,2588.0,1693.0574,502.6456,502.8508,BEAR,0.040781,WIDENING,ABOVE,0.190592,BULL,BULL,BULL,8,1,2,2026-02-15 17:41:10.423787+00:00
TSLA_021226_EPCH2_0930,TSLA,2026-02-12,SHORT,EPCH2,PRIMARY,09:30:45,433.685,True,5.0,5,2026-02-12,09:29:00,430.84,430.92,430.27,430.3,14218,0.151057,-12905.57,625.85,103.8321,431.4198,431.2529,BULL,0.038791,WIDENING,BELOW,0.029605,BEAR,BULL,BULL,8,3,5,2026-02-15 17:41:10.423787+00:00
AMD_021226_EPCH4_0930_1,AMD,2026-02-12,LONG,EPCH4,SECONDARY,09:30:45,217.19,False,-1.0,-1,2026-02-12,09:29:00,215.71,215.71,215.71,215.71,1584,0.0,1584.0,-1343.54,-43.769,215.6885,215.6055,BULL,0.038478,NARROWING,ABOVE,-0.023471,BULL,BULL,BULL,4,0,1,2026-02-15 17:41:10.423787+00:00
TSLA_021226_EPCH2_0931,TSLA,2026-02-12,SHORT,EPCH2,PRIMARY,09:31:15,433.55,True,3.0,3,2026-02-12,09:30:00,430.3,433.9,429.71,433.685,736928,0.966139,661300.54,668871.39,10142.2949,431.6485,431.376,BULL,0.062836,WIDENING,ABOVE,0.293369,BEAR,BEAR,BULL,8,4,5,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0931,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:31:15,503.38,False,-1.0,-1,2026-02-12,09:30:00,503.13,503.66,502.88,503.23,236389,0.154999,-24245.03,-21511.03,55797.1388,502.6934,502.8546,BEAR,0.032038,WIDENING,ABOVE,-0.028215,BULL,BULL,BULL,8,3,3,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0931_1,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:31:30,503.07,False,-1.0,-1,2026-02-12,09:30:00,503.13,503.66,502.88,503.23,236389,0.154999,-24245.03,-21511.03,55797.1388,502.6934,502.8546,BEAR,0.032038,WIDENING,ABOVE,-0.028215,BULL,BULL,BULL,8,3,3,2026-02-15 17:41:10.423787+00:00
TSLA_021226_EPCH2_0931_1,TSLA,2026-02-12,SHORT,EPCH2,PRIMARY,09:31:30,433.7,True,4.0,4,2026-02-12,09:30:00,430.3,433.9,429.71,433.685,736928,0.966139,661300.54,668871.39,10142.2949,431.6485,431.376,BULL,0.062836,WIDENING,ABOVE,0.293369,BEAR,BEAR,BULL,8,4,5,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH2_0931,CSCO,2026-02-12,LONG,EPCH2,PRIMARY,09:31:30,79.77,True,1.0,1,2026-02-12,09:30:00,79.61,80.27,79.1803,79.9,1922649,1.36383,617005.01,582729.03,9912.3107,79.4748,79.4819,BEAR,0.008977,NARROWING,ABOVE,0.131375,BEAR,BEAR,BEAR,6,4,4,2026-02-15 17:41:10.423787+00:00
TSLA_021226_EPCH2_0931_2,TSLA,2026-02-12,SHORT,EPCH2,PRIMARY,09:31:45,433.475,True,3.0,3,2026-02-12,09:30:00,430.3,433.9,429.71,433.685,736928,0.966139,661300.54,668871.39,10142.2949,431.6485,431.376,BULL,0.062836,WIDENING,ABOVE,0.293369,BEAR,BEAR,BULL,8,4,5,2026-02-15 17:41:10.423787+00:00
TSLA_021226_EPCH2_0932,TSLA,2026-02-12,SHORT,EPCH2,PRIMARY,09:32:00,433.7001,True,3.0,3,2026-02-12,09:31:00,433.695,434.42,431.06,433.475,505041,0.775131,220955.44,883936.83,1051.6077,431.8657,431.4924,BULL,0.086119,WIDENING,ABOVE,0.402114,BEAR,BEAR,BULL,8,4,5,2026-02-15 17:41:10.423787+00:00
MSTR_021226_EPCH2_0932,MSTR,2026-02-12,SHORT,EPCH2,PRIMARY,09:32:00,127.9022,True,5.0,5,2026-02-12,09:31:00,127.22,128.48,127.03,128.4155,167445,1.129147,152548.17,160723.14,1339.211,127.7135,127.57,BULL,0.111721,NARROWING,ABOVE,0.16969,BULL,BEAR,BULL,8,4,5,2026-02-15 17:41:10.423787+00:00
MSTR_021226_EPCH4_0932,MSTR,2026-02-12,SHORT,EPCH4,SECONDARY,09:32:00,127.9022,True,5.0,5,2026-02-12,09:31:00,127.22,128.48,127.03,128.4155,167445,1.129147,152548.17,160723.14,1339.211,127.7135,127.57,BULL,0.111721,NARROWING,ABOVE,0.16969,BULL,BEAR,BULL,8,4,5,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH2_0932,CSCO,2026-02-12,LONG,EPCH2,PRIMARY,09:32:15,79.955,False,-1.0,-1,2026-02-12,09:31:00,79.87,80.37,79.45,79.8748,1058834,1.151803,-81023.82,507860.71,820.5859,79.5242,79.4903,BULL,0.042473,NARROWING,ABOVE,0.138555,BEAR,BEAR,BEAR,6,4,5,2026-02-15 17:41:10.423787+00:00
ORCL_021226_EPCH3_0932,ORCL,2026-02-12,SHORT,EPCH3,SECONDARY,09:32:15,154.9,False,-1.0,-1,2026-02-12,09:31:00,156.82,157.11,156.4101,157.11,35291,0.445484,35291.0,6975.37,571.34,157.3354,157.7191,BEAR,0.244209,WIDENING,BELOW,-0.135893,BEAR,BULL,BEAR,10,4,4,2026-02-15 17:41:10.423787+00:00
AMD_021226_EPCH4_0932,AMD,2026-02-12,LONG,EPCH4,SECONDARY,09:32:15,216.24,True,5.0,5,2026-02-12,09:31:00,217.26,217.36,214.545,215.725,218030,1.304902,-35241.08,449029.83,587.0159,215.8548,215.6848,BULL,0.078816,WIDENING,BTWN,0.37725,BULL,BEAR,BULL,6,4,5,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH2_0932_1,CSCO,2026-02-12,LONG,EPCH2,PRIMARY,09:32:45,79.575,False,-1.0,-1,2026-02-12,09:31:00,79.87,80.37,79.45,79.8748,1058834,1.151803,-81023.82,507860.71,820.5859,79.5242,79.4903,BULL,0.042473,NARROWING,ABOVE,0.138555,BEAR,BEAR,BEAR,6,4,5,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH2_0933,CSCO,2026-02-12,LONG,EPCH2,PRIMARY,09:33:00,79.51,False,-1.0,-1,2026-02-12,09:32:00,79.885,79.99,79.32,79.575,661189,0.841973,-157895.88,409970.25,296.0542,79.5049,79.491,BULL,0.017524,NARROWING,ABOVE,0.133525,BEAR,BEAR,BEAR,6,4,5,2026-02-15 17:41:10.423787+00:00
MSTR_021226_EPCH2_0933,MSTR,2026-02-12,SHORT,EPCH2,PRIMARY,09:33:00,127.8841,True,5.0,5,2026-02-12,09:32:00,128.295,128.5,127.31,128.1475,83888,0.928617,34189.65,192473.93,320.6272,127.7799,127.5932,BULL,0.145646,STABLE,ABOVE,0.275177,BULL,BEAR,BULL,8,4,5,2026-02-15 17:41:10.423787+00:00
MSTR_021226_EPCH4_0933,MSTR,2026-02-12,SHORT,EPCH4,SECONDARY,09:33:00,127.8841,True,5.0,5,2026-02-12,09:32:00,128.295,128.5,127.31,128.1475,83888,0.928617,34189.65,192473.93,320.6272,127.7799,127.5932,BULL,0.145646,STABLE,ABOVE,0.275177,BULL,BEAR,BULL,8,4,5,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0933,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:33:00,503.39,False,-1.0,-1,2026-02-12,09:32:00,503.23,503.905,503.16,503.755,50676,0.147889,30269.56,-67271.95,172.8242,502.8462,502.8901,BEAR,0.008719,NARROWING,ABOVE,-0.148587,BULL,BULL,BULL,6,1,1,2026-02-15 17:41:10.423787+00:00
MSTR_021226_EPCH4_0933_1,MSTR,2026-02-12,SHORT,EPCH4,SECONDARY,09:33:15,127.89,True,5.0,5,2026-02-12,09:32:00,128.295,128.5,127.31,128.1475,83888,0.928617,34189.65,192473.93,320.6272,127.7799,127.5932,BULL,0.145646,STABLE,ABOVE,0.275177,BULL,BEAR,BULL,8,4,5,2026-02-15 17:41:10.423787+00:00
MSTR_021226_EPCH2_0933_1,MSTR,2026-02-12,SHORT,EPCH2,PRIMARY,09:33:15,127.89,True,5.0,5,2026-02-12,09:32:00,128.295,128.5,127.31,128.1475,83888,0.928617,34189.65,192473.93,320.6272,127.7799,127.5932,BULL,0.145646,STABLE,ABOVE,0.275177,BULL,BEAR,BULL,8,4,5,2026-02-15 17:41:10.423787+00:00
ORCL_021226_EPCH4_0933,ORCL,2026-02-12,SHORT,EPCH4,SECONDARY,09:33:30,155.785,False,-1.0,-1,2026-02-12,09:32:00,157.0,157.21,154.73,156.425,535632,1.585424,196542.39,199985.76,7769.2455,157.2172,157.625,BEAR,0.260704,WIDENING,BELOW,0.098899,BEAR,BULL,BEAR,10,5,4,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0933_1,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:33:30,503.34,False,-1.0,-1,2026-02-12,09:32:00,503.23,503.905,503.16,503.755,50676,0.147889,30269.56,-67271.95,172.8242,502.8462,502.8901,BEAR,0.008719,NARROWING,ABOVE,-0.148587,BULL,BULL,BULL,6,1,1,2026-02-15 17:41:10.423787+00:00
TSLA_021226_EPCH2_0933,TSLA,2026-02-12,SHORT,EPCH2,PRIMARY,09:33:45,433.63,True,2.0,2,2026-02-12,09:32:00,433.505,434.1294,432.115,433.36,352902,0.464833,83320.19,966995.6,411.2795,432.0168,431.5991,BULL,0.096398,WIDENING,ABOVE,0.483131,BEAR,BEAR,BULL,8,4,5,2026-02-15 17:41:10.423787+00:00
MSTR_021226_EPCH4_0934,MSTR,2026-02-12,SHORT,EPCH4,SECONDARY,09:34:15,127.71,True,4.0,4,2026-02-12,09:33:00,128.155,128.27,127.56,128.125,62989,0.554146,37261.1,226494.15,161.7426,127.8393,127.6159,BULL,0.174413,WIDENING,ABOVE,0.368734,BULL,BEAR,BULL,10,5,5,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH1_0934,CSCO,2026-02-12,SHORT,EPCH1,PRIMARY,09:34:15,79.0,False,-1.0,-1,2026-02-12,09:33:00,79.575,79.61,78.99,79.1143,511099,0.783676,-306164.79,77992.52,155.7875,79.4509,79.4661,BEAR,0.019126,NARROWING,BELOW,0.102969,BEAR,BEAR,BEAR,6,3,4,2026-02-15 17:41:10.423787+00:00
MSTR_021226_EPCH2_0934,MSTR,2026-02-12,SHORT,EPCH2,PRIMARY,09:34:15,127.71,True,4.0,4,2026-02-12,09:33:00,128.155,128.27,127.56,128.125,62989,0.554146,37261.1,226494.15,161.7426,127.8393,127.6159,BULL,0.174413,WIDENING,ABOVE,0.368734,BULL,BEAR,BULL,10,5,5,2026-02-15 17:41:10.423787+00:00
TSLA_021226_EPCH2_0934,TSLA,2026-02-12,SHORT,EPCH2,PRIMARY,09:34:30,433.285,False,-1.0,-1,2026-02-12,09:33:00,433.34,433.85,432.43,433.63,255341,0.327468,176221.25,1128891.86,195.3213,432.2146,431.7161,BULL,0.114952,WIDENING,ABOVE,0.570353,BEAR,BEAR,BULL,10,4,5,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH2_0934,CSCO,2026-02-12,SHORT,EPCH2,PRIMARY,09:34:45,78.925,False,-1.0,-1,2026-02-12,09:33:00,79.575,79.61,78.99,79.1143,511099,0.783676,-306164.79,77992.52,155.7875,79.4509,79.4661,BEAR,0.019126,NARROWING,BELOW,0.102969,BEAR,BEAR,BEAR,6,3,4,2026-02-15 17:41:10.423787+00:00
TSLA_021226_EPCH2_0935,TSLA,2026-02-12,SHORT,EPCH2,PRIMARY,09:35:00,433.7,False,-1.0,-1,2026-02-12,09:34:00,433.605,434.85,432.81,433.3801,415666,0.470718,-183341.31,958456.12,319.8203,432.4145,431.8209,BULL,0.136962,WIDENING,ABOVE,0.539624,BEAR,BEAR,BULL,10,4,5,2026-02-15 17:41:10.423787+00:00
ORCL_021226_EPCH4_0935,ORCL,2026-02-12,SHORT,EPCH4,SECONDARY,09:35:00,155.2,False,-1.0,-1,2026-02-12,09:34:00,156.245,156.625,156.06,156.29,87955,0.361507,-16345.62,238739.73,121.0699,156.9822,157.4319,BEAR,0.287741,WIDENING,BELOW,0.264821,BEAR,BULL,BEAR,10,5,4,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH2_0935,CSCO,2026-02-12,SHORT,EPCH2,PRIMARY,09:35:30,78.97,False,-1.0,-1,2026-02-12,09:34:00,79.09,79.38,78.84,78.925,599402,0.684194,-410701.37,-338780.85,166.4526,79.3832,79.4387,BEAR,0.070272,NARROWING,BELOW,0.045534,BEAR,BEAR,BEAR,6,4,3,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH1_0936,CSCO,2026-02-12,LONG,EPCH1,PRIMARY,09:36:15,79.52,True,1.0,1,2026-02-12,09:35:00,78.94,79.4,78.72,79.24,438152,0.858152,231962.82,-723823.03,72.3563,79.3599,79.4239,BEAR,0.080809,NARROWING,BELOW,0.019616,BEAR,BEAR,BEAR,6,4,3,2026-02-15 17:41:10.423787+00:00
MU_021226_EPCH2_0937,MU,2026-02-12,SHORT,EPCH2,PRIMARY,09:37:00,432.43,False,-1.0,-1,2026-02-12,09:36:00,430.675,434.0,429.0,432.94,784443,1.154894,451839.17,1223767.55,404.7253,428.2076,426.7322,BULL,0.340783,WIDENING,ABOVE,0.364986,BULL,BULL,BULL,10,5,5,2026-02-15 17:41:10.423787+00:00
ORCL_021226_EPCH4_0937,ORCL,2026-02-12,SHORT,EPCH4,SECONDARY,09:37:15,155.86,False,-1.0,-1,2026-02-12,09:36:00,155.02,155.83,154.83,155.5,126731,0.643087,43088.54,192984.09,149.9086,156.5522,157.1672,BEAR,0.395466,WIDENING,BELOW,0.247756,BEAR,BULL,BEAR,10,5,4,2026-02-15 17:41:10.423787+00:00
MU_021226_EPCH2_0937_1,MU,2026-02-12,SHORT,EPCH2,PRIMARY,09:37:15,431.58,False,-1.0,-1,2026-02-12,09:36:00,430.675,434.0,429.0,432.94,784443,1.154894,451839.17,1223767.55,404.7253,428.2076,426.7322,BULL,0.340783,WIDENING,ABOVE,0.364986,BULL,BULL,BULL,10,5,5,2026-02-15 17:41:10.423787+00:00
DIA_021226_EPCH2_0937,DIA,2026-02-12,SHORT,EPCH2,PRIMARY,09:37:15,503.38,False,-1.0,-1,2026-02-12,09:36:00,504.25,504.46,503.49,503.55,80889,0.192632,-70882.11,14145.49,169.0372,503.5083,503.0634,BULL,0.088364,WIDENING,ABOVE,-0.108686,BULL,BULL,BULL,6,3,5,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH2_0937,CSCO,2026-02-12,LONG,EPCH2,PRIMARY,09:37:30,79.5638,False,-1.0,-1,2026-02-12,09:36:00,79.275,79.6,79.2,79.2299,369012,0.50486,-313844.71,-956643.92,33.7867,79.4443,79.4087,BULL,0.045029,NARROWING,BELOW,-0.02195,BEAR,BEAR,BEAR,4,4,4,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH2_0938,CSCO,2026-02-12,LONG,EPCH2,PRIMARY,09:38:00,79.65,False,-1.0,-1,2026-02-12,09:37:00,79.22,79.62,79.02,79.365,375311,0.756001,56296.65,-742451.39,27.7512,79.426,79.3994,BULL,0.033552,NARROWING,BELOW,-0.050638,BEAR,BEAR,BEAR,4,3,3,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH2_0938_1,CSCO,2026-02-12,LONG,EPCH2,PRIMARY,09:38:45,79.62,False,-1.0,-1,2026-02-12,09:37:00,79.22,79.62,79.02,79.365,375311,0.756001,56296.65,-742451.39,27.7512,79.426,79.3994,BULL,0.033552,NARROWING,BELOW,-0.050638,BEAR,BEAR,BEAR,4,3,3,2026-02-15 17:41:10.423787+00:00
AMD_021226_EPCH4_0939,AMD,2026-02-12,LONG,EPCH4,SECONDARY,09:39:30,216.01,True,1.0,1,2026-02-12,09:38:00,216.866,217.4,216.5242,216.59,132137,0.404358,-112281.75,-22137.01,28.8196,217.1668,216.3156,BULL,0.393008,WIDENING,BTWN,0.450539,BULL,BEAR,BULL,6,3,3,2026-02-15 17:41:10.423787+00:00
AMD_021226_EPCH4_0940,AMD,2026-02-12,LONG,EPCH4,SECONDARY,09:40:15,216.345,False,-1.0,-1,2026-02-12,09:39:00,216.59,216.6799,215.44,215.94,146710,0.574187,-28385.94,-119959.61,34.6932,217.0279,216.3351,BULL,0.320831,WIDENING,BELOW,0.382828,BULL,BEAR,BULL,8,5,4,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH1_0941,CSCO,2026-02-12,SHORT,EPCH1,PRIMARY,09:41:15,79.0001,True,5.0,5,2026-02-12,09:40:00,79.1422,79.3452,79.08,79.21,216736,0.334806,-4249.73,-323134.7,-37.7804,79.2677,79.397,BEAR,0.163231,WIDENING,BELOW,-0.098469,BEAR,BEAR,BEAR,8,4,2,2026-02-15 17:41:10.423787+00:00
AMD_021226_EPCH4_0941,AMD,2026-02-12,LONG,EPCH4,SECONDARY,09:41:30,215.97,False,-1.0,-1,2026-02-12,09:40:00,215.88,216.53,215.79,216.26,111315,0.342181,30085.14,-184888.36,-4.1694,217.0874,216.3665,BULL,0.333311,WIDENING,BELOW,0.320062,BULL,BEAR,BULL,6,4,3,2026-02-15 17:41:10.423787+00:00
CSCO_021226_EPCH4_0942,CSCO,2026-02-12,LONG,EPCH4,SECONDARY,09:42:15,78.835,False,-1.0,-1,2026-02-12,09:41:00,79.195,79.33,78.83,78.91,477204,0.633633,-324498.72,-333788.71,32.9815,79.1938,79.3732,BEAR,0.227315,WIDENING,BELOW,-0.123744,BEAR,BEAR,BEAR,8,5,3,2026-02-15 17:41:10.423787+00:00
ORCL_021226_EPCH3_0942,ORCL,2026-02-12,LONG,EPCH3,SECONDARY,09:42:15,157.51,False,-1.0,-1,2026-02-12,09:41:00,157.14,157.15,156.3801,156.66,65380,0.491446,-17841.72,174695.94,-9.408,156.2172,156.828,BEAR,0.389897,WIDENING,BTWN,0.295575,BEAR,BULL,BEAR,6,4,3,2026-02-15 17:41:10.423787+00:00
